Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,What should the consequences be for a public official who encourages a foreign power to intervene in an upcoming domestic election in their favor?,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,How familiar would you say you are with the situation stemming from President Trump's conversation with Ukrainian President Zelensky related to Democratic candidate Joe Biden?,Do you believe launching a formal impeachment inquiry into President Trump will overall work out in Democrats' favor electorally?,Do you believe launching a formal impeachment inquiry into President Trump for soliciting foreign interference in a US election is the right thing to do?,Age,Gender,Household Income,Region,Device Type
11020313597,247023108,2019-09-25 20:16:26,2019-09-25 20:19:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Not so familiar,I don't know,I don't know,30-44,Female,"$175,000-$199,999",Pacific,iOS Phone / Tablet
11020312957,247023108,2019-09-25 20:18:27,2019-09-25 20:22:02,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,I don't know,Definitely yes,> 60,Female,"$125,000-$149,999",New England,Windows Desktop / Laptop
11020312302,247023108,2019-09-25 20:18:06,2019-09-25 20:18:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,Hispanic or Latino,I'm not sure at this time,I think the matter should be looked into but don't see any immediate issue,I oppose impeachment,Not so familiar,Probably would not,Probably yes,18-29,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
11020309301,247023108,2019-09-25 20:12:03,2019-09-25 20:17:02,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Hispanic or Latino,I'm not sure at this time,I don't know,I neither support nor oppose impeachment,Somewhat familiar,I don't know,Probably yes,30-44,Female,"$50,000-$74,999",West South Central,iOS Phone / Tablet
11020308819,247023108,2019-09-25 20:11:30,2019-09-25 20:16:45,I don't know or I'd rather not say,Slightly liberal,No,Asian or Asian American,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Not at all familiar,Probably would,Probably yes,45-60,Female,"$75,000-$99,999",West South Central,Android Phone / Tablet
11020308770,247023108,2019-09-25 20:03:09,2019-09-25 20:16:42,I don't know or I'd rather not say,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,18-29,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
11020308202,247023108,2019-09-25 20:15:18,2019-09-25 20:19:44,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I think the matter should be looked into but don't see any immediate issue,I oppose impeachment,Somewhat familiar,Probably would not,Probably not,> 60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
11020307563,247023108,2019-09-25 20:09:19,2019-09-25 20:16:01,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Probably would,Definitely yes,18-29,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020307537,247023108,2019-09-25 20:12:09,2019-09-25 20:16:01,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Extremely familiar,Definitely would,Definitely not,45-60,Male,"$100,000-$124,999",East North Central,iOS Phone / Tablet
11020307217,247023108,2019-09-25 20:15:17,2019-09-25 20:18:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,30-44,Female,"$175,000-$199,999",New England,iOS Phone / Tablet
11020306702,247023108,2019-09-25 20:14:45,2019-09-25 20:19:48,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,> 60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
11020306339,247023108,2019-09-25 20:12:28,2019-09-25 20:15:18,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,30-44,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet
11020303775,247023108,2019-09-25 20:11:41,2019-09-25 20:13:52,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
11020302932,247023108,2019-09-25 20:11:39,2019-09-25 20:13:24,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Extremely familiar,Definitely would not,Definitely yes,30-44,Female,"$175,000-$199,999",Pacific,iOS Phone / Tablet
11020300097,247023108,2019-09-25 20:08:08,2019-09-25 20:11:51,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I don't know,Not at all familiar,I don't know,I don't know,30-44,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
11020296958,247023108,2019-09-25 20:08:28,2019-09-25 20:10:05,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly liberal,No,Asian or Asian American,Neither / I don't intend to vote.,I don't know,I don't know,Not so familiar,I don't know,I don't know,45-60,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
11020296645,247023108,2019-09-25 19:56:39,2019-09-25 20:09:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I don't know,I support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
11020296253,247023108,2019-09-25 20:00:49,2019-09-25 20:09:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,I don't know,Definitely yes,30-44,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
11020295930,247023108,2019-09-25 20:07:47,2019-09-25 20:09:30,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Unsure / Don’t know,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Very familiar,Definitely would not,Probably not,18-29,Male,"$50,000-$74,999",West North Central,iOS Phone / Tablet
11020295875,247023108,2019-09-25 20:08:21,2019-09-25 20:12:52,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,45-60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
11020295817,247023108,2019-09-25 20:05:14,2019-09-25 20:09:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,I don't know,I support impeachment,Somewhat familiar,I don't know,Definitely yes,18-29,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
11020295385,247023108,2019-09-25 20:03:28,2019-09-25 20:09:11,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Hispanic or Latino,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Not so familiar,Probably would,Probably yes,30-44,Male,Prefer not to answer,Pacific,Android Phone / Tablet
11020293970,247023108,2019-09-25 20:06:00,2019-09-25 20:08:23,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,I don't know,Definitely yes,30-44,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
11020292401,247023108,2019-09-25 20:05:09,2019-09-25 20:07:30,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,> 60,Male,"$100,000-$124,999",West South Central,iOS Phone / Tablet
11020292080,247023108,2019-09-25 20:05:09,2019-09-25 20:07:18,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Not so familiar,Definitely would not,Definitely not,30-44,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
11020290728,247023108,2019-09-25 20:04:30,2019-09-25 20:06:31,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Definitely would,Definitely yes,30-44,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
11020289701,247023108,2019-09-25 20:05:06,2019-09-25 20:12:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Another race,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Probably would not,Definitely yes,45-60,Female,"$175,000-$199,999",Pacific,MacOS Desktop / Laptop
11020289309,247023108,2019-09-25 20:02:56,2019-09-25 20:05:41,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Not at all familiar,I don't know,I don't know,45-60,Male,"$10,000-$24,999",New England,iOS Phone / Tablet
11020288652,247023108,2019-09-25 20:01:17,2019-09-25 20:05:17,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Not at all familiar,Probably would,Probably not,18-29,Female,Prefer not to answer,West South Central,iOS Phone / Tablet
11020288064,247023108,2019-09-25 20:01:01,2019-09-25 20:04:57,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,45-60,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet
11020287719,247023108,2019-09-25 20:02:03,2019-09-25 20:04:45,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Not at all familiar,I don't know,Definitely yes,45-60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
11020287708,247023108,2019-09-25 20:01:34,2019-09-25 20:04:44,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,I don't know,Definitely not,45-60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
11020287362,247023108,2019-09-25 20:01:04,2019-09-25 20:04:32,I don't know or I'd rather not say,Very liberal,Unsure / Don’t know,Asian or Asian American,Probably the Democratic nominee,I don't know,I don't know,Not at all familiar,I don't know,I don't know,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
11020287035,247023108,2019-09-25 19:51:54,2019-09-25 20:04:20,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
11020285950,247023108,2019-09-25 20:01:27,2019-09-25 20:03:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Probably would not,Probably yes,30-44,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet
11020285383,247023108,2019-09-25 19:59:09,2019-09-25 20:03:26,I don't know or I'd rather not say,Slightly liberal,No,Asian or Asian American,Neither / I don't intend to vote.,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Somewhat familiar,I don't know,Probably yes,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
11020284368,247023108,2019-09-25 20:01:29,2019-09-25 20:02:50,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I oppose impeachment,Somewhat familiar,Probably would,Probably not,18-29,Male,"$0-$9,999",Pacific,iOS Phone / Tablet
11020282966,247023108,2019-09-25 19:57:44,2019-09-25 20:02:03,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,30-44,Male,"$50,000-$74,999",New England,Android Phone / Tablet
11020282444,247023108,2019-09-25 19:54:49,2019-09-25 20:01:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Somewhat familiar,Probably would,Definitely not,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
11020281970,247023108,2019-09-25 19:59:07,2019-09-25 20:01:30,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,No,Asian or Asian American,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Definitely would,Definitely yes,18-29,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
11020281678,247023108,2019-09-25 19:58:14,2019-09-25 20:01:20,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I do not think that warrants any action,I strongly oppose impeachment,Somewhat familiar,Definitely would,Definitely not,45-60,Female,"$50,000-$74,999",,iOS Phone / Tablet
11020281432,247023108,2019-09-25 19:58:21,2019-09-25 20:01:11,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,18-29,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
11020278084,247023108,2019-09-25 19:57:05,2019-09-25 19:59:17,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Somewhat familiar,I don't know,Definitely not,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020277341,247023108,2019-09-25 19:55:37,2019-09-25 19:58:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Extremely familiar,Definitely would,Definitely yes,30-44,Female,"$50,000-$74,999",East South Central,Android Phone / Tablet
11020276714,247023108,2019-09-25 19:55:52,2019-09-25 19:58:30,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
11020276179,247023108,2019-09-25 19:56:08,2019-09-25 19:58:13,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,18-29,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
11020275828,247023108,2019-09-25 19:54:40,2019-09-25 20:11:31,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,> 60,Female,"$50,000-$74,999",New England,Windows Desktop / Laptop
11020275112,247023108,2019-09-25 19:54:21,2019-09-25 19:57:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Definitely yes,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
11020274061,247023108,2019-09-25 19:56:01,2019-09-25 20:03:28,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
11020270350,247023108,2019-09-25 19:52:31,2019-09-25 19:54:50,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Not so familiar,Probably would,I don't know,18-29,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
11020269524,247023108,2019-09-25 19:52:19,2019-09-25 19:54:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Hispanic or Latino,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would not,Definitely yes,18-29,Female,"$0-$9,999",West South Central,Android Phone / Tablet
11020269206,247023108,2019-09-25 19:51:36,2019-09-25 19:54:11,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,I don't know,Definitely yes,30-44,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020267961,247023108,2019-09-25 19:52:44,2019-09-25 19:57:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Very familiar,Probably would not,Probably not,> 60,Male,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
11020267314,247023108,2019-09-25 19:46:46,2019-09-25 19:53:06,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Definitely would,Definitely yes,30-44,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
11020266974,247023108,2019-09-25 19:51:09,2019-09-25 19:52:54,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Definitely would,Definitely yes,30-44,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
11020266588,247023108,2019-09-25 19:49:49,2019-09-25 19:52:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,18-29,Male,Prefer not to answer,Pacific,Android Phone / Tablet
11020266135,247023108,2019-09-25 19:50:37,2019-09-25 19:52:28,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Not at all familiar,Definitely would not,Definitely not,18-29,Female,"$0-$9,999",West North Central,Android Phone / Tablet
11020265201,247023108,2019-09-25 19:48:10,2019-09-25 19:51:54,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,30-44,Male,"$75,000-$99,999",Mountain,Android Phone / Tablet
11020264816,247023108,2019-09-25 19:46:34,2019-09-25 19:51:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,30-44,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
11020264645,247023108,2019-09-25 19:49:30,2019-09-25 19:51:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Somewhat familiar,Probably would,I don't know,> 60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
11020264406,247023108,2019-09-25 19:49:11,2019-09-25 19:51:26,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,Hispanic or Latino,I'm not sure at this time,I don't know,I neither support nor oppose impeachment,Not so familiar,Probably would not,I don't know,18-29,Male,"$25,000-$49,999",Mountain,Android Phone / Tablet
11020263426,247023108,2019-09-25 19:46:40,2019-09-25 19:50:52,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Very familiar,Probably would not,Probably not,45-60,Male,"$50,000-$74,999",East North Central,iOS Phone / Tablet
11020263190,247023108,2019-09-25 19:47:42,2019-09-25 19:50:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Probably yes,18-29,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020262586,247023108,2019-09-25 19:49:42,2019-09-25 19:51:21,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,,,,,,,,,,
11020262145,247023108,2019-09-25 19:49:09,2019-09-25 19:50:04,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,I don't know,I don't know,18-29,Male,"$50,000-$74,999",East North Central,Android Phone / Tablet
11020261521,247023108,2019-09-25 19:46:13,2019-09-25 19:49:44,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Definitely yes,> 60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
11020261394,247023108,2019-09-25 19:49:24,2019-09-25 19:51:50,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Somewhat familiar,Definitely would not,Probably not,> 60,Female,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
11020260846,247023108,2019-09-25 19:46:17,2019-09-25 19:49:21,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Not so familiar,Probably would,Probably not,18-29,Male,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
11020259454,247023108,2019-09-25 19:45:17,2019-09-25 19:48:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would not,Definitely yes,> 60,Male,Prefer not to answer,South Atlantic,iOS Phone / Tablet
11020259076,247023108,2019-09-25 19:42:25,2019-09-25 19:48:22,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Very familiar,I don't know,I don't know,30-44,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
11020259061,247023108,2019-09-25 19:46:47,2019-09-25 19:48:21,I don't know or I'd rather not say,I don't know or I'd rather not say,No,White or Caucasian,I'm not sure at this time,I don't know,I don't know,Somewhat familiar,I don't know,I don't know,18-29,Female,"$0-$9,999",West South Central,Android Phone / Tablet
11020258945,247023108,2019-09-25 19:46:35,2019-09-25 19:48:18,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I don't know,Not at all familiar,Definitely would not,Definitely not,30-44,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
11020258898,247023108,2019-09-25 19:47:20,2019-09-25 19:48:16,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I don't know,Very familiar,Probably would,Probably not,18-29,Female,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
11020258521,247023108,2019-09-25 19:45:26,2019-09-25 19:48:01,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,I don't know,Probably not,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
11020257740,247023108,2019-09-25 19:46:02,2019-09-25 19:47:36,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,Hispanic or Latino,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,I don't know,Probably not,30-44,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
11020257030,247023108,2019-09-25 19:46:41,2019-09-25 19:47:12,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,No,Hispanic or Latino,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Very familiar,Definitely would not,Probably yes,18-29,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
11020256606,247023108,2019-09-25 19:43:59,2019-09-25 19:46:59,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Not so familiar,Probably would,Definitely yes,18-29,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020255779,247023108,2019-09-25 19:44:30,2019-09-25 19:46:31,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,No,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,18-29,Female,"$0-$9,999",East South Central,iOS Phone / Tablet
