Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10722704237,233578950,2019-05-10 23:07:36,2019-05-10 23:13:23,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,Support,45-60,Male,"$150,000-$174,999",Middle Atlantic,Android Phone / Tablet
10722704127,233578950,2019-05-10 23:07:26,2019-05-10 23:10:07,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Strongly oppose,30-44,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet
10722704085,233578950,2019-05-10 23:07:34,2019-05-10 23:11:42,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,45-60,Male,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10722704028,233578950,2019-05-10 23:07:20,2019-05-10 23:11:42,I don't know or I'd rather not say,Very liberal,No,Asian or Asian American,Support,18-29,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10722703575,233578950,2019-05-10 23:06:23,2019-05-10 23:10:47,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10722703356,233578950,2019-05-10 23:06:31,2019-05-10 23:08:16,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,18-29,Male,"$0-$9,999",Pacific,iOS Phone / Tablet
10722703234,233578950,2019-05-10 23:06:31,2019-05-10 23:07:37,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,No,Black or African American,I don't know,18-29,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10722701676,233578950,2019-05-10 23:04:16,2019-05-10 23:05:06,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Hispanic or Latino,,,,,,
10722701666,233578950,2019-05-10 23:04:09,2019-05-10 23:14:54,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$200,000+",South Atlantic,iOS Phone / Tablet
10722701111,233578950,2019-05-10 23:03:16,2019-05-10 23:08:09,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,Support,45-60,Female,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10722699482,233578950,2019-05-10 23:01:07,2019-05-10 23:04:37,I don't know or I'd rather not say,Slightly liberal,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,30-44,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10722698728,233578950,2019-05-10 23:00:05,2019-05-10 23:03:23,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10722698527,233578950,2019-05-10 23:00:03,2019-05-10 23:02:04,I don't know or I'd rather not say,I don't know or I'd rather not say,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10722698066,233578950,2019-05-10 22:59:32,2019-05-10 23:03:22,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Strongly support,45-60,Male,"$75,000-$99,999",West South Central,iOS Phone / Tablet
10722695943,233578950,2019-05-10 22:56:58,2019-05-10 22:59:37,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,Black or African American,Strongly support,45-60,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
10722694970,233578950,2019-05-10 22:55:20,2019-05-10 23:00:55,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat oppose,,,,,
10722694949,233578950,2019-05-10 22:55:34,2019-05-10 22:58:20,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Hispanic or Latino,Oppose,18-29,Male,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10722694938,233578950,2019-05-10 22:55:36,2019-05-10 22:57:30,I don't know or I'd rather not say,Very liberal,Unsure / Don’t know,White or Caucasian,Somewhat oppose,18-29,Male,"$10,000-$24,999",East North Central,iOS Phone / Tablet
10722693646,233578950,2019-05-10 22:53:48,2019-05-10 23:00:19,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,,,,,
10722693284,233578950,2019-05-10 22:53:37,2019-05-10 22:54:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,18-29,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10722692354,233578950,2019-05-10 22:52:14,2019-05-10 22:56:05,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$125,000-$149,999",East North Central,iOS Phone / Tablet
10722691240,233578950,2019-05-10 22:50:15,2019-05-10 22:51:16,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,,,,,,
10722690931,233578950,2019-05-10 22:50:16,2019-05-10 22:56:52,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10722690845,233578950,2019-05-10 22:50:23,2019-05-10 22:55:08,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10722690067,233578950,2019-05-10 22:48:57,2019-05-10 22:53:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
10722688301,233578950,2019-05-10 22:47:02,2019-05-10 22:56:14,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Native Hawaiian or other Pacific Islander,I don't know,45-60,Female,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10722686945,233578950,2019-05-10 22:45:33,2019-05-10 22:50:59,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,> 60,Male,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10722686672,233578950,2019-05-10 22:45:09,2019-05-10 22:49:46,I don't know or I'd rather not say,Very liberal,Yes,White or Caucasian,Strongly support,30-44,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10722685853,233578950,2019-05-10 22:43:58,2019-05-10 22:50:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$125,000-$149,999",East South Central,iOS Phone / Tablet
10722684382,233578950,2019-05-10 22:42:22,2019-05-10 22:48:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$100,000-$124,999",Mountain,iOS Phone / Tablet
10722683034,233578950,2019-05-10 22:40:44,2019-05-10 22:42:24,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,,,,,,
10722682137,233578950,2019-05-10 22:39:34,2019-05-10 22:45:27,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722681837,233578950,2019-05-10 22:39:36,2019-05-10 22:40:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,18-29,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722680974,233578950,2019-05-10 22:38:02,2019-05-10 22:42:12,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,I don't know,45-60,Male,"$10,000-$24,999",Mountain,Android Phone / Tablet
10722680202,233578950,2019-05-10 22:37:35,2019-05-10 22:40:02,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,I don't know,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10722678142,233578950,2019-05-10 22:34:50,2019-05-10 22:41:05,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Another race,Strongly support,45-60,Male,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10722678027,233578950,2019-05-10 22:34:45,2019-05-10 22:37:48,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,No,White or Caucasian,Neither support nor oppose,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10722677724,233578950,2019-05-10 22:34:32,2019-05-10 22:43:41,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10722677031,233578950,2019-05-10 22:33:54,2019-05-10 22:36:43,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722675123,233578950,2019-05-10 22:31:30,2019-05-10 22:55:14,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10722674798,233578950,2019-05-10 22:30:44,2019-05-10 22:38:12,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Support,45-60,Female,"$25,000-$49,999",New England,iOS Phone / Tablet
10722674312,233578950,2019-05-10 22:30:40,2019-05-10 22:43:10,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10722671944,233578950,2019-05-10 22:27:27,2019-05-10 22:36:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,45-60,Female,"$100,000-$124,999",East South Central,iOS Phone / Tablet
10722671589,233578950,2019-05-10 22:27:31,2019-05-10 22:33:30,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,Support,45-60,Male,"$200,000+",New England,iOS Phone / Tablet
10722669363,233578950,2019-05-10 22:24:20,2019-05-10 22:38:25,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Support,> 60,Female,"$10,000-$24,999",East North Central,Windows Desktop / Laptop
10722669134,233578950,2019-05-10 22:24:00,2019-05-10 22:27:27,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$50,000-$74,999",West North Central,Android Phone / Tablet
10722668680,233578950,2019-05-10 22:24:03,2019-05-10 22:28:41,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$25,000-$49,999",Mountain,Android Phone / Tablet
10722666129,233578950,2019-05-10 22:21:12,2019-05-10 22:28:42,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat support,> 60,Female,"$150,000-$174,999",Pacific,MacOS Desktop / Laptop
10722665647,233578950,2019-05-10 22:20:29,2019-05-10 22:23:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,,,,,,
10722665570,233578950,2019-05-10 22:20:32,2019-05-10 22:25:03,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,Support,18-29,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10722665421,233578950,2019-05-10 22:20:30,2019-05-10 22:27:03,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
10722665303,233578950,2019-05-10 22:20:31,2019-05-10 22:23:20,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,30-44,Male,"$125,000-$149,999",Pacific,Android Phone / Tablet
10722665295,233578950,2019-05-10 22:20:36,2019-05-10 22:21:29,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,18-29,Male,"$25,000-$49,999",New England,iOS Phone / Tablet
10722663974,233578950,2019-05-10 22:17:23,2019-05-10 22:24:37,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,Black or African American,Neither support nor oppose,30-44,Male,"$100,000-$124,999",West South Central,Android Phone / Tablet
10722662894,233578950,2019-05-10 22:17:27,2019-05-10 22:22:05,I don't know or I'd rather not say,Slightly conservative,Yes,Asian or Asian American,Neither support nor oppose,18-29,Female,"$10,000-$24,999",West North Central,iOS Phone / Tablet
10722662884,233578950,2019-05-10 22:17:13,2019-05-10 22:25:50,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I don't know,45-60,Male,"$10,000-$24,999",East North Central,Android Phone / Tablet
10722662721,233578950,2019-05-10 22:17:24,2019-05-10 22:33:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I don't know,> 60,Female,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
10722662636,233578950,2019-05-10 22:17:27,2019-05-10 22:20:41,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,30-44,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10722662627,233578950,2019-05-10 22:17:30,2019-05-10 22:20:01,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,30-44,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10722661713,233578950,2019-05-10 22:14:01,2019-05-10 22:29:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$100,000-$124,999",New England,iOS Phone / Tablet
10722660079,233578950,2019-05-10 22:14:12,2019-05-10 22:19:56,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Oppose,,,,,
10722660051,233578950,2019-05-10 22:14:11,2019-05-10 22:20:55,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
10722660017,233578950,2019-05-10 22:14:26,2019-05-10 22:18:28,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,30-44,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10722657447,233578950,2019-05-10 22:11:24,2019-05-10 22:14:13,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10722656974,233578950,2019-05-10 22:11:03,2019-05-10 22:18:26,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10722655946,233578950,2019-05-10 22:09:44,2019-05-10 22:12:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,30-44,Male,"$0-$9,999",West North Central,Android Phone / Tablet
10722655821,233578950,2019-05-10 22:09:46,2019-05-10 22:23:47,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,No,White or Caucasian,,,,,,
10722655637,233578950,2019-05-10 22:09:45,2019-05-10 22:10:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,No,Hispanic or Latino,Support,18-29,Male,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
10722655268,233578950,2019-05-10 22:08:56,2019-05-10 22:15:10,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10722654451,233578950,2019-05-10 22:07:48,2019-05-10 22:12:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I don't know,,,,,
10722651028,233578950,2019-05-10 22:04:34,2019-05-10 22:07:34,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Support,> 60,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
10722650810,233578950,2019-05-10 22:04:29,2019-05-10 22:05:28,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,Asian or Asian American,Strongly support,45-60,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10722648378,233578950,2019-05-10 22:01:28,2019-05-10 22:07:44,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$75,000-$99,999",West South Central,Android Phone / Tablet
10722648312,233578950,2019-05-10 22:01:25,2019-05-10 22:13:36,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Support,45-60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10722648303,233578950,2019-05-10 22:01:25,2019-05-10 22:05:30,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$25,000-$49,999",East South Central,Windows Desktop / Laptop
10722648218,233578950,2019-05-10 22:01:23,2019-05-10 22:08:13,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,45-60,Female,"$125,000-$149,999",West North Central,Android Phone / Tablet
10722645910,233578950,2019-05-10 21:58:38,2019-05-10 22:00:56,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Black or African American,I don't know,18-29,Female,"$0-$9,999",East South Central,iOS Phone / Tablet
10722645622,233578950,2019-05-10 21:58:05,2019-05-10 22:03:42,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
10722645373,233578950,2019-05-10 21:58:15,2019-05-10 22:01:19,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,Somewhat support,45-60,Female,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10722644274,233578950,2019-05-10 21:54:23,2019-05-10 22:30:56,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,,,,,
10722643443,233578950,2019-05-10 21:55:13,2019-05-10 22:01:18,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",East South Central,Android Phone / Tablet
10722643196,233578950,2019-05-10 21:55:21,2019-05-10 22:00:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,Hispanic or Latino,I don't know,30-44,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10722640222,233578950,2019-05-10 21:52:05,2019-05-10 21:59:25,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722640026,233578950,2019-05-10 21:52:06,2019-05-10 21:56:15,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$100,000-$124,999",Mountain,Android Phone / Tablet
10722639888,233578950,2019-05-10 21:52:10,2019-05-10 21:56:18,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I don't know,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10722639385,233578950,2019-05-10 21:51:31,2019-05-10 21:57:14,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10722637144,233578950,2019-05-10 21:49:00,2019-05-10 21:53:20,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10722636613,233578950,2019-05-10 21:48:20,2019-05-10 21:51:40,I don't know or I'd rather not say,I don't know or I'd rather not say,No,Hispanic or Latino,Oppose,18-29,Male,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10722636343,233578950,2019-05-10 21:47:39,2019-05-10 21:55:49,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$125,000-$149,999",West South Central,Android Phone / Tablet
10722636012,233578950,2019-05-10 21:47:44,2019-05-10 21:54:07,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,Prefer not to answer,West North Central,iOS Phone / Tablet
10722635444,233578950,2019-05-10 21:33:33,2019-05-10 22:01:33,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Support,> 60,Male,"$25,000-$49,999",West North Central,Windows Desktop / Laptop
10722634202,233578950,2019-05-10 21:45:50,2019-05-10 21:49:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Oppose,45-60,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10722634169,233578950,2019-05-10 21:45:46,2019-05-10 21:54:33,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10722633334,233578950,2019-05-10 21:44:56,2019-05-10 21:49:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,30-44,Male,"$200,000+",Middle Atlantic,Android Phone / Tablet
10722632800,233578950,2019-05-10 21:44:07,2019-05-10 21:48:55,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$125,000-$149,999",West North Central,Windows Desktop / Laptop
10722632599,233578950,2019-05-10 21:44:08,2019-05-10 21:48:15,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Hispanic or Latino,Strongly support,45-60,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10722631194,233578950,2019-05-10 21:42:38,2019-05-10 21:47:57,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10722629926,233578950,2019-05-10 21:40:46,2019-05-10 21:55:00,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
10722629711,233578950,2019-05-10 21:40:44,2019-05-10 21:44:43,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,,,,,
10722629469,233578950,2019-05-10 21:40:34,2019-05-10 21:52:17,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,30-44,Male,"$200,000+",Middle Atlantic,Android Phone / Tablet
10722629212,233578950,2019-05-10 21:40:30,2019-05-10 21:43:27,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,Somewhat support,18-29,Male,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
10722628732,233578950,2019-05-10 21:39:49,2019-05-10 21:44:45,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,> 60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
10722626289,233578950,2019-05-10 21:37:27,2019-05-10 21:41:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Strongly oppose,45-60,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10722626252,233578950,2019-05-10 21:37:25,2019-05-10 21:40:54,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat support,18-29,Male,"$25,000-$49,999",West North Central,Android Phone / Tablet
10722625484,233578950,2019-05-10 21:36:38,2019-05-10 21:38:27,I don't know or I'd rather not say,Slightly conservative,No,White or Caucasian,,,,,,
10722625472,233578950,2019-05-10 21:36:22,2019-05-10 21:39:02,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,No,White or Caucasian,Neither support nor oppose,18-29,Female,"$0-$9,999",Mountain,Windows Desktop / Laptop
10722625429,233578950,2019-05-10 21:36:26,2019-05-10 21:38:30,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly liberal,No,Black or African American,I don't know,18-29,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10722622821,233578950,2019-05-10 21:33:29,2019-05-10 21:35:55,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,Support,45-60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10722620551,233578950,2019-05-10 21:31:10,2019-05-10 21:38:20,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,30-44,Female,"$200,000+",New England,Android Phone / Tablet
10722620224,233578950,2019-05-10 21:31:08,2019-05-10 21:33:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,No,Asian or Asian American,Neither support nor oppose,18-29,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10722618995,233578950,2019-05-10 21:29:54,2019-05-10 21:30:14,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,,,,,,
10722618936,233578950,2019-05-10 21:29:45,2019-05-10 21:37:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,45-60,Male,"$125,000-$149,999",Pacific,Android Phone / Tablet
10722617715,233578950,2019-05-10 21:28:30,2019-05-10 21:37:55,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,> 60,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop
10722615819,233578950,2019-05-10 21:26:39,2019-05-10 21:30:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10722614860,233578950,2019-05-10 21:25:26,2019-05-10 21:29:23,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,,,,,
10722612958,233578950,2019-05-10 21:23:26,2019-05-10 21:27:02,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,No,White or Caucasian,Support,45-60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
