Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10690847039,2019-04-26 20:03:11,2019-04-26 20:08:20,Slightly conservative,Yes,Black or African American,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Strongly support,45-60,Male,"$150,000-$174,999",Mountain,Windows Desktop / Laptop
10690846799,2019-04-26 20:03:39,2019-04-26 20:08:38,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690846768,2019-04-26 20:03:39,2019-04-26 20:06:16,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Male,"$50,000-$74,999",Mountain,Android Phone / Tablet
10690846535,2019-04-26 20:03:14,2019-04-26 20:07:03,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,45-60,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690846318,2019-04-26 20:03:14,2019-04-26 20:05:26,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,18-29,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690846216,2019-04-26 20:03:03,2019-04-26 20:05:13,I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know,I don't know,45-60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10690846064,2019-04-26 20:03:10,2019-04-26 20:05:20,Slightly conservative,No,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,45-60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10690845753,2019-04-26 20:02:58,2019-04-26 20:03:49,I don't know or I'd rather not say,Yes,Another race,I don't know or I'd rather not say,I don't know,I don't know,30-44,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10690845695,2019-04-26 20:02:33,2019-04-26 20:39:41,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Somewhat support,30-44,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690844747,2019-04-26 20:01:56,2019-04-26 20:05:18,Slightly liberal,Yes,White or Caucasian,I don't know or I'd rather not say,I don't know,Strongly support,30-44,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10690844044,2019-04-26 20:01:33,2019-04-26 20:08:17,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690843896,2019-04-26 20:01:16,2019-04-26 20:04:15,I don't know or I'd rather not say,No,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Somewhat support,30-44,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10690843292,2019-04-26 20:00:32,2019-04-26 20:42:25,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Strongly support,45-60,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10690842577,2019-04-26 19:59:37,2019-04-26 20:04:04,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,30-44,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10690842000,2019-04-26 19:59:49,2019-04-26 20:01:36,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,45-60,Female,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690841670,2019-04-26 19:58:20,2019-04-26 20:04:17,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10690841176,2019-04-26 19:58:44,2019-04-26 20:03:30,Very liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10690840363,2019-04-26 19:58:21,2019-04-26 20:01:44,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10690839751,2019-04-26 19:57:38,2019-04-26 20:03:34,Moderately conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Strongly oppose,45-60,Female,Prefer not to answer,Mountain,Android Phone / Tablet
10690838812,2019-04-26 19:56:38,2019-04-26 19:59:34,Very conservative,No,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,18-29,Male,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10690838678,2019-04-26 19:56:44,2019-04-26 19:59:33,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,45-60,Male,"$75,000-$99,999",New England,Android Phone / Tablet
10690838225,2019-04-26 19:56:34,2019-04-26 19:58:22,Slightly conservative,No,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Oppose,30-44,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10690837443,2019-04-26 19:55:42,2019-04-26 19:58:07,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Support,18-29,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690836327,2019-04-26 19:53:22,2019-04-26 19:56:02,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",I am incurring student loans now,Support,30-44,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10690836069,2019-04-26 19:54:25,2019-04-26 19:58:20,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Neither support nor oppose,45-60,Male,"$0-$9,999",Middle Atlantic,Android Phone / Tablet
10690832902,2019-04-26 19:51:35,2019-04-26 19:54:39,Moderately liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,> 60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10690832777,2019-04-26 19:51:38,2019-04-26 19:52:28,Slightly conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10690832713,2019-04-26 19:51:34,2019-04-26 19:51:51,I don't know or I'd rather not say,Yes,Another race,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10690832415,2019-04-26 19:51:11,2019-04-26 19:55:30,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,45-60,Male,"$175,000-$199,999",Middle Atlantic,Windows Desktop / Laptop
10690831289,2019-04-26 19:50:15,2019-04-26 19:52:41,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,30-44,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10690830592,2019-04-26 19:49:33,2019-04-26 19:52:38,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Oppose,18-29,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10690829898,2019-04-26 19:49:00,2019-04-26 19:50:50,Neither liberal nor conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Male,"$10,000-$24,999",Middle Atlantic,Android Phone / Tablet
10690829668,2019-04-26 19:48:20,2019-04-26 19:50:51,Moderately conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat oppose,18-29,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10690829052,2019-04-26 19:47:56,2019-04-26 19:53:15,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,> 60,Male,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10690828821,2019-04-26 19:47:56,2019-04-26 19:51:30,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,30-44,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690828396,2019-04-26 19:46:56,2019-04-26 19:55:42,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,30-44,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10690827812,2019-04-26 19:47:11,2019-04-26 19:50:48,Moderately liberal,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10690827637,2019-04-26 19:47:01,2019-04-26 19:49:54,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10690827614,2019-04-26 19:46:53,2019-04-26 19:47:42,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10690827509,2019-04-26 19:46:55,2019-04-26 19:49:28,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,18-29,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10690827313,2019-04-26 19:46:32,2019-04-26 19:50:19,Neither liberal nor conservative,No,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,30-44,Female,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10690826966,2019-04-26 19:46:25,2019-04-26 19:50:56,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10690826448,2019-04-26 19:43:18,2019-04-26 19:50:37,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690825713,2019-04-26 19:45:09,2019-04-26 19:47:47,Slightly conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,> 60,Female,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
10690825533,2019-04-26 19:45:13,2019-04-26 19:47:27,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,> 60,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
10690825405,2019-04-26 19:44:45,2019-04-26 19:51:07,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop
10690825186,2019-04-26 19:44:31,2019-04-26 19:45:13,Slightly liberal,No,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690823983,2019-04-26 19:43:56,2019-04-26 19:46:07,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10690822054,2019-04-26 19:42:19,2019-04-26 19:44:12,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,18-29,Female,"$50,000-$74,999",New England,iOS Phone / Tablet
10690821920,2019-04-26 19:41:23,2019-04-26 19:47:47,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,45-60,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
10690821515,2019-04-26 19:40:57,2019-04-26 19:50:46,Moderately liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690821484,2019-04-26 19:41:01,2019-04-26 19:45:45,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690819444,2019-04-26 19:39:25,2019-04-26 19:47:22,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,30-44,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10690819153,2019-04-26 19:39:08,2019-04-26 19:46:11,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
10690818570,2019-04-26 19:39:14,2019-04-26 19:44:34,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Neither support nor oppose,,,,,
10690818533,2019-04-26 19:04:33,2019-04-26 19:42:26,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10690818362,2019-04-26 19:34:54,2019-04-26 19:39:19,Moderately liberal,No,Black or African American,I don't know or I'd rather not say,I am incurring student loans now,Somewhat support,18-29,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10690817256,2019-04-26 19:37:51,2019-04-26 19:42:56,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Female,"$50,000-$74,999",West South Central,iOS Phone / Tablet
10690817191,2019-04-26 19:37:46,2019-04-26 19:41:20,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,30-44,Female,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
10690816711,2019-04-26 19:37:35,2019-04-26 19:41:16,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Support,45-60,Female,"$150,000-$174,999",Pacific,Android Phone / Tablet
10690815303,2019-04-26 19:36:00,2019-04-26 19:41:04,Neither liberal nor conservative,Yes,Hispanic or Latino,I don't know or I'd rather not say,I don't know,Somewhat support,30-44,Male,Prefer not to answer,Pacific,Android Phone / Tablet
10690815286,2019-04-26 19:36:06,2019-04-26 19:38:31,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$0-$9,999",Middle Atlantic,Android Phone / Tablet
10690815100,2019-04-26 19:35:56,2019-04-26 19:41:01,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Male,"$125,000-$149,999",East North Central,Android Phone / Tablet
10690814857,2019-04-26 19:36:09,2019-04-26 19:36:47,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690814395,2019-04-26 19:35:16,2019-04-26 19:40:30,Moderately conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Republican primary or caucus",I am incurring student loans now,Support,45-60,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690813460,2019-04-26 19:34:54,2019-04-26 19:35:45,Moderately conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Oppose,18-29,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10690811425,2019-04-26 19:32:04,2019-04-26 19:39:18,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,45-60,Male,"$75,000-$99,999",West North Central,iOS Phone / Tablet
10690811395,2019-04-26 19:32:55,2019-04-26 19:39:37,I don't know or I'd rather not say,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,30-44,Male,"$25,000-$49,999",East South Central,Android Phone / Tablet
10690810658,2019-04-26 19:32:00,2019-04-26 19:36:54,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Male,"$25,000-$49,999",New England,iOS Phone / Tablet
10690810339,2019-04-26 19:31:43,2019-04-26 19:34:20,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Male,"$200,000+",West North Central,iOS Phone / Tablet
10690810270,2019-04-26 19:32:09,2019-04-26 19:33:44,Slightly conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Support,45-60,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet
10690809828,2019-04-26 19:31:47,2019-04-26 19:33:29,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10690809621,2019-04-26 19:31:37,2019-04-26 19:34:09,I don't know or I'd rather not say,No,Hispanic or Latino,I don't know or I'd rather not say,"No, I didn't attend college or grad school",I don't know,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10690809025,2019-04-26 19:30:57,2019-04-26 19:36:48,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Male,Prefer not to answer,Pacific,MacOS Desktop / Laptop
10690807067,2019-04-26 19:21:13,2019-04-26 19:29:48,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$75,000-$99,999",East South Central,Android Phone / Tablet
10690806905,2019-04-26 19:29:04,2019-04-26 19:31:32,Slightly conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Support,45-60,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
10690806630,2019-04-26 19:29:17,2019-04-26 19:30:01,Neither liberal nor conservative,Yes,Black or African American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Female,"$100,000-$124,999",West North Central,iOS Phone / Tablet
10690805590,2019-04-26 19:28:23,2019-04-26 19:30:41,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,18-29,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690805116,2019-04-26 19:27:43,2019-04-26 19:30:57,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,,,,,
10690803978,2019-04-26 19:26:09,2019-04-26 19:34:13,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690803487,2019-04-26 19:26:13,2019-04-26 19:28:22,Slightly conservative,No,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690802941,2019-04-26 19:25:51,2019-04-26 19:29:39,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,> 60,Female,"$75,000-$99,999",New England,iOS Phone / Tablet
10690802237,2019-04-26 19:25:16,2019-04-26 19:27:58,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10690802030,2019-04-26 19:25:15,2019-04-26 19:25:38,I don't know or I'd rather not say,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10690801261,2019-04-26 19:24:36,2019-04-26 19:27:51,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly support,45-60,Male,"$200,000+",Pacific,Android Phone / Tablet
10690801124,2019-04-26 19:24:29,2019-04-26 19:27:14,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,18-29,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690801047,2019-04-26 19:24:30,2019-04-26 19:27:46,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat support,18-29,Male,"$50,000-$74,999",West South Central,iOS Phone / Tablet
10690799646,2019-04-26 19:22:36,2019-04-26 19:31:29,I don't know or I'd rather not say,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",I don't know,45-60,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10690798635,2019-04-26 19:21:57,2019-04-26 19:27:56,I don't know or I'd rather not say,Yes,Black or African American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",I don't know,45-60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690798164,2019-04-26 19:21:57,2019-04-26 19:25:07,Neither liberal nor conservative,No,Hispanic or Latino,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Strongly support,18-29,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
10690797948,2019-04-26 19:21:50,2019-04-26 19:23:47,Moderately liberal,Yes,American Indian or Alaska Native,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690797822,2019-04-26 19:21:22,2019-04-26 19:22:47,Moderately liberal,Yes,Hispanic or Latino,I don't know or I'd rather not say,,,,,,,
10690796395,2019-04-26 19:20:19,2019-04-26 19:23:44,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$75,000-$99,999",West North Central,Android Phone / Tablet
10690796318,2019-04-26 19:16:53,2019-04-26 19:22:25,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat support,18-29,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10690796083,2019-04-26 19:19:54,2019-04-26 19:23:33,I don't know or I'd rather not say,Yes,Black or African American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat oppose,30-44,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10690796021,2019-04-26 19:20:09,2019-04-26 19:22:29,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10690795635,2019-04-26 19:19:34,2019-04-26 19:24:21,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10690795282,2019-04-26 19:18:43,2019-04-26 19:30:13,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,30-44,Male,"$100,000-$124,999",West South Central,Android Phone / Tablet
10690794750,2019-04-26 19:18:24,2019-04-26 19:22:48,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Somewhat support,30-44,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10690794701,2019-04-26 19:18:23,2019-04-26 19:23:49,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$200,000+",New England,iOS Phone / Tablet
10690794655,2019-04-26 19:18:43,2019-04-26 19:22:33,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Support,45-60,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
10690794547,2019-04-26 19:18:47,2019-04-26 19:22:56,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",I don't know,30-44,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10690794229,2019-04-26 19:17:29,2019-04-26 19:26:59,Moderately conservative,Yes,Black or African American,I don't know or I'd rather not say,"No, I didn't attend college or grad school",I don't know,45-60,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10690793845,2019-04-26 19:18:28,2019-04-26 19:19:22,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10690793772,2019-04-26 19:16:44,2019-04-26 19:27:08,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,30-44,Female,"$200,000+",East North Central,iOS Phone / Tablet
10690793557,2019-04-26 19:18:07,2019-04-26 19:21:24,Moderately conservative,Yes,Another race,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Strongly oppose,45-60,Male,"$125,000-$149,999",East North Central,iOS Phone / Tablet
